Процессор Intel Core i3-7100 3.9GHz/8GT/s/3MB (BX80677I37100) s1151 BOX
MSI PCI-Ex GeForce GTX 1070 AERO ITX 8GB GDDR5 (256bit) (1506/8008) (DVI, 2 x HDMI, 2 x Display Port) (GTX 1070 AERO ITX 8G)
Asus PCI-Ex GeForce GTX 1080 Ti ROG Poseidon 11GB GDDR5X (352bit) (1594/11010) (DVI, 2 x HDMI, 2 x DisplayPort) (ROG-POSEIDON-GTX1080TI-P11G-GAMING)
Gigabyte PCI-Ex GeForce GTX 1070 Windforce 8GB GDDR5 (256bit) (1506/8008) (DVI, HDMI, 3 x DisplayPort) (GV-N1070WF2-8GD)
Gigabyte PCI-Ex GeForce GTX 1060 Mini ITX 6GB GDDR5 (192bit) (1506/8008) (2 x DVI, HDMI, Display Port) (GV-N1060IX-6GD)
MSI PCI-Ex GeForce GTX 1060 OC 3GB GDDR5 (192bit) (1544/8008) (DVI, HDMI, 3 x DisplayPort) (GTX 1060 3G OC)
Gigabyte PCI-Ex Radeon RX 580 Aorus 4GB GDDR5 (256bit) (1365/7000) (DVI, HDMI, 3 x Display Port) (GV-RX580AORUS-4GD)
Sapphire PCI-Ex Radeon RX 570 Pulse ITX 4GB GDDR5 (256bit) (1244/7000) (DVI, HDMI, DisplayPort) (11266-06)
Asus PCI-Ex GeForce GT 710 1GB GDDR5 (32bit) (954/5012) (VGA, DVI, HDMI) (GT710-SL-1GD5-BRK)
Powercolor PCI-Ex Radeon RX 470 Red Dragon 4GB GDDR5 (256bit) (1210/6600) (DVI, HDMI, 3 x DisplayPort) (AXRX 470 4GBD5-3DHD/OC)
Gigabyte PCI-Ex GeForce GTX 1070 Ti Windforce 8192MB GDDR5 (256bit) (1607/8008) (DVI, HDMI, 3 x Display Port) (GV-N107TWF2-8GD)
MSI PCI-Ex GeForce GTX 1080 Ti Gaming Trio 11GB GDDR5X (352bit) (1493/11016) (DVI, 2 x HDMI, 2 x DisplayPort) (GF GTX 1080 Ti GAMING TR)
Palit PCI-Ex GeForce GTX 1070 GameRock Premium Edition 8GB GDDR5 (256bit) (1670/8500) (DVI, HDMI, 3 x DisplayPort) (NE51070H15P2-1041G)
Sapphire PCI-Ex Radeon RX 580 Nitro+ LE 8GB GDDR5 (256bit) (1411/8000) (DVI, 2 x HDMI, 2 x DisplayPort) (11265-00)
Asus PCI-Ex GeForce GT 1030 Phoenix 2GB GDDR5 (64bit) (1228/6008) (DVI, HDMI) (PH-GT1030-2G)
MSI PCI-Ex GeForce GT 1030 OC 2GB GDDR5 (64bit) (1265/6008) (DVI, HDMI) (GT 1030 2GH OC)
Zotac PCI-Ex GeForce GTX 1050 Ti Low Profile 4GB GDDR5 (128bit) (1290/7000) (DVI, HDMI, DisplayPort) (ZT-P10510E-10L)
MSI PCI-Ex GeForce GTX 1080 Ti Duke OC 11GB GDDR5X (352bit) (1531/11016) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX 1080 TI DUKE 11G OC)
Powercolor PCI-Ex Radeon R5 230 Fan 1024MB DDR3 (64bit) (625/1000) (DVI, HDMI, VGA) (AXR5 230 1GBK3-LHE)
Powercolor PCI-Ex Radeon R5 230 Fan 2048MB DDR3 (64bit) (625/1000) (DVI, HDMI, VGA) (AXR5 230 2GBK3-LHE)
Powercolor PCI-Ex Radeon RX 550 Red Dragon OC V2 2048MB GDDR5 (128bit) (1190/7000) (DVI, HDMI, DisplayPort) (AXRX 550 2GBD5-DHV2/OC)
Powercolor PCI-Ex Radeon RX 560 Red Dragon OC V2 4GB GDDR5 (128bit) (1180/7000) (DVI, HDMI, DisplayPort) (AXRX 560 4GBD5-DHV2/OC)
Powercolor PCI-Ex Radeon RX 570 Red Devil 4GB GDDR5 (256bit) (1320/7000) (DVI, HDMI, 3 x DisplayPort) (AXRX 570 4GBD5-3DH/OC)
Powercolor PCI-Ex Radeon RX 580 Red Devil Golden Sample 8GB GDDR5 (256bit) (1425/8000) (DVI, HDMI, 3 x DisplayPort) (AXRX 580 8GBD5-3DHG/OC)
Powercolor PCI-Ex Radeon RX 580 Red Devil 8GB GDDR5 (256bit) (1380/8000) (DVI, HDMI, 3 x DisplayPort) (AXRX 580 8GBD5-3DH/OC)
Sapphire PCI-Ex Radeon RX 560 Pulse OC 2GB GDDR5 (128bit) (1226/7000) (DVI, HDMI, DisplayPort) (11267-19-20G)
INNO3D PCI-Ex GeForce GTX 1070 Ti Jet 8GB GDDR5 (256bit) (1607/8000) (DVI, HDMI, 3 x DisplayPort) (N107T-1DDN-P5DN)
MSI PCI-Ex GeForce GTX 1070 AERO 8GB GDDR5 (256bit) (1506/8008) (DVI, HDMI, 3 x Display Port) (GTX 1070 AERO 8G)
MSI PCI-Ex Radeon RX 570 ARMOR 4G GDDR5 (256bit) (1244/7000) (DVI, HDMI, 3 x DisplayPort) (RX 570 ARMOR 4G)
HP PCI-Ex NVIDIA Quadro P1000 4GB GDDR5 (128bit) (4 x miniDisplayPort) (1ME01AA)
HP PCI-Ex NVIDIA Quadro P4000 8GB GDDR5 (256bit) (4 x DisplayPort) (1ME40AA)
MSI PCI-Ex GeForce GTX 1070 Ti Aero 8G GDDR5 (256bit) (1607/8008) (DVI, HDMI, 3 x Display Port) (GF GTX 1070 Ti AERO 8G)
MSI PCI-Ex GeForce GT 1030 Aero ITX OC 2GB GDDR5 (64bit) (1265/6008) (DVI, HDMI) (GT 1030 AERO ITX 2G OCV1)
Asus PCI-Ex GeForce GT 730 2048MB DDR3 (64bit) (902/1600) (VGA, DVI, HDMI) (GT730-SL-2G-BRK-V2)
Asus PCI-Ex Radeon R7 240 2048MB GDDR5 (128bit) (780/4600) (DVI, HDMI, VGA) (R7240-2GD5-L)
Asus PCI-Ex Radeon RX560 O4G EVO 4GB GDDR5 (128bit) (1187/6000) (DVI, HDMI, DisplayPort) (RX560-O4G-EVO)
Gigabyte PCI-Ex GeForce GTX 1080 Mini ITX OC 8GB GDDR5X (256bit) (1607/10010) (DVI, HDMI, 3 x Display Port) (GV-N1080IX-8GD)
Gigabyte PCI-Ex Radeon RX 560 OC 4GB GDDR5 (128bit) (1189/7000) (DVI, HDMI, Display Port) (GV-RX560OC-4GD)
Asus PCI-Ex GeForce GTX 1080 ROG Strix 8GB GDDR5X (256bit) (1607/10010) (DVI, 2 x HDMI, 2 x DisplayPort) + Водоблок EKWB FC1080 GTX Strix - Acetal+Nickel (STRIX-GTX1080-8G-GAMING+WB)
Sapphire PCI-Ex Radeon RX 570 Nitro+ 4GB GDDR5 (256bit) (1340/7000) (DVI, 2 x HDMI, 2 x DisplayPort) (11266-14-20G)
MSI PCI-Ex GeForce GTX 1070 AERO ITX 8GB GDDR5 (256bit) (1531/8008) (DVI, 2 x HDMI, 2 x Display Port) (GTX 1070 AERO ITX 8G OC)
Gigabyte PCI-Ex GeForce GTX 1070 G1 ROCK 8GB GDDR5 (256bit) (1582/8008) (DVI, HDMI, 3 x Display Port) (GV-N1070G1 ROCK-8GD)
Gigabyte PCI-Ex Radeon RX 560 Gaming OC 4GB GDDR5 (128bit) (1224/7000) (DVI, HDMI, Display Port) (GV-RX560GAMING OC-4GD)
INNO3D PCI-Ex GeForce GTX 1070 iChill HerculeZ X4 8GB GDDR5 (256bit) (1620/8200) (DVI, HDMI, 3 x DisplayPort) (C107V4-1SDN-P5DNX)
MSI PCI-Ex GeForce GTX 1060 Gaming X 3GB GDDR5 (192bit) (1569/8008) (DVI, HDMI, 3 x DisplayPort) (GTX 1060 GAMING X 3G)
MSI PCI-Ex Radeon RX 580 ARMOR 8G GDDR5 (256bit) (1340/8000) (DVI, 2 x HDMI, 2 x DisplayPort) (RX 580 ARMOR 8G)
Palit PCI-Ex GeForce GTX 1070 GameRock Premium Edition + G-Panel 8GB GDDR5 (256bit) (1670/8500) (DVI, HDMI, 3 x DisplayPort) (NE51070H15P2-1041G-P)
Asus PCI-Ex GeForce GTX 1080 Turbo 8GB GDDR5X (256bit) (1607/10010) (DVI, 2 x HDMI, 2 x DisplayPort) (TURBO-GTX1080-8G)
Zotac PCI-Ex GeForce GTX 1080 AMP Edition 8GB GDDR5X (256bit) (1683/10000) (DVI, HDMI, 3 x DisplayPort) (ZT-P10800C-10P)
Asus PCI-Ex Radeon RX 550 2GB GDDR5 (128bit) (1183/7000) (DVI, HDMI, DisplayPort) (RX550-2G)
INNO3D PCI-Ex GeForce GTX 1070 iChill HerculeZ X3 8GB GDDR5 (256bit) (1620/8200) (DVI, HDMI, 3 x DisplayPort) (C107V3-1SDN-P5DNX)
MSI PCI-Ex GeForce GTX 1080 Armor 8GB GDDR5X (256bit) (1657/10010) (DVI, HDMI, 3 x DisplayPort) (GTX 1080 ARMOR 8G OC)
INNO3D PCI-Ex GeForce GTX 1080 iChill HerculeZ X4 8GB GDDR5X (256bit) (1759/10400) (DVI, HDMI, 3 x DisplayPort) (C108V4-2SDN-P6DNX)
Zotac PCI-Ex GeForce GTX 1080 8GB GDDR5 (256bit) (1607/10000) (DVI, HDMI, 3 x DisplayPort) (ZT-P10800E-10S)
Gigabyte PCI-Ex GeForce GTX 1080 Xtreme Gaming Water Cooling 8GB GDDR5X (256bit) (1759/10206) (DVI, 3 x HDMI, 3 x Display Port) (GV-N1080XTREME W-8GD)
Asus PCI-Ex GeForce GTX 1070 Ti ROG Strix 8GB GDDR5 (256bit) (1607/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (ROG-STRIX-GTX1070TI-8G-GAMING)
Zotac PCI-Ex GeForce GTX 1070 8GB GDDR5 (256bit) (1506/8008) (DVI, HDMI, 3 x DisplayPort) (ZT-P10700F-10P)
MSI PCI-Ex GeForce GTX 1080 Ti Founders Edition 11GB GDDR5X (352bit) (1480/11010) (HDMI, 3 x DisplayPort) (GTX 1080 Ti Founders Edition)
Asus PCI-Ex GeForce GTX 1080 Ti Founders Edition 11GB GDDR5X (352bit) (1480/11010) (HDMI, 3 x DisplayPort) (GTX1080TI-FE)
Asus PCI-Ex GeForce GTX 750 Ti 2048MB GDDR5 (128bit) (1150/5400) (VGA, 2 x DVI, HDMI) (GTX750TI-OC-2GD5)
Gigabyte PCI-Ex GeForce GTX 1080 8GB GDDR5X (256bit) (1607/10010) (DVI, HDMI, 3 x DisplayPort) (GV-N1080D5X-8GD)
Gigabyte PCI-Ex GeForce GTX 1050 TI G1 Gaming 4GB GDDR5 (128bit) (1366/7008) (DVI, 3 x HDMI, DisplayPort) (GV-N105TG1 GAMING-4GD)
INNO3D PCI-Ex GeForce GTX 1070 TWIN X2 8GB GDDR5 (256bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (N1070-1SDV-P5DN)
Palit PCI-Ex GeForce GTX 1050 Ti Dual 4GB GDDR5 (128bit) (1366/7000) (DVI, HDMI, DisplayPort) (NE5105T018G1-1071D)
Gigabyte PCI-Ex GeForce GTX 1080 Aorus Xtreme Edition 8GB GDDR5X (256bit) (1759/11010) (DVI, 3 x HDMI, 3 x Display Port) (GV-N1080AORUS X11-8GD)
Gigabyte PCI-Ex GeForce GTX 1080 Ti Aorus Xtreme Edition 11GB GDDR5X (352bit) (1607/11232) (DVI, 3 x HDMI, 3 x Display Port) (GV-N108TAORUS X-11GD)
Palit PCI-Ex GeForce GTX 1080 Ti Super JetStream 11GB GDDR5X (352bit) (1531/11000) (DVI, HDMI, 3 x DisplayPort) (NEB108TS15LC-1020J)
Gainward PCI-Ex GeForce GTX 1060 Phoenix Golden Sample 6GB GDDR5 (192bit) (1620/8000) (DVI, HDMI, 3 x DisplayPort) (426018336-3736)
Gainward PCI-Ex GeForce GTX 1070 Phoenix Golden Sample 8GB GDDR5 (256bit) (1632/8000) (DVI, HDMI, 3 x DisplayPort) (426018336-3682)
Sapphire PCI-Ex Radeon RX 580 Nitro+ 8GB GDDR5 (256bit) (1411/8000) (DVI, 2 x HDMI, 2 x DisplayPort) (11265-01-20G)
Sapphire PCI-Ex Radeon RX 580 Pulse 8GB GDDR5 (256bit) (1366/8000) (DVI, 2 x HDMI, 2 x DisplayPort) (11265-05-20G)
Sapphire PCI-Ex Radeon RX 550 Pulse 4GB GDDR5 (128bit) (1206/7000) (DVI, HDMI, DisplayPort) (11268-01-20G)
Gigabyte PCI-Ex Radeon RX 580 Gaming 4GB GDDR5 (256bit) (1340/7000) (DVI, HDMI, 3 x Display Port) (GV-RX580GAMING-4GD)
Zotac PCI-Ex GeForce GTX 1060 3GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (ZT-P10610A-10L)
Zotac PCI-Ex GeForce GTX 1080 Ti Founders Edition 11GB GDDR5X (352bit) (1480/11000) (HDMI, 3 x DisplayPort) (ZT-P10810A-10P)
Gainward PCI-Ex GeForce GTX 1080 Phoenix Golden Sample 8GB GDDR5X (256bit) (1708/10000) (DVI, HDMI, 3 x DisplayPort) (426018336-3644)
MSI PCI-Ex GeForce GTX 1070 Gaming 8GB GDDR5 (256bit) (1518/8008) (DVI, HDMI, 3 x DisplayPort) (GTX 1070 GAMING 8G)
Zotac PCI-Ex GeForce GTX 1060 AMP Edition 3GB GDDR5 (192bit) (1582/8008) (DVI, HDMI, 3 x DisplayPort) (ZT-P10610E-10M)
MSI PCI-Ex GeForce GTX 1060 Aero ITX 3GB GDDR5 (192bit) (1506/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX 1060 AERO ITX 3G)
Palit PCI-Ex GeForce GTX 1080 GameRock Premium Edition + G-Panel 8GB GDDR5X (256bit) (1746/10500) (DVI, HDMI, 3 x DisplayPort) (NEB1080H15P2-1040G+P)
Asus PCI-Ex GeForce GTX 1060 OC 6GB GDDR5 (192bit) (1594/9100) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX1060-O6G-9GBPS)
Gigabyte PCI-Ex GeForce GTX 1080 Ti Founders Edition 11GB GDDR5X (352bit) (1480/11010) (HDMI, 3 x DisplayPort) (GV-N108TD5X-B)
MSI PCI-Ex GeForce GTX 1070 Gaming Z 8GB GDDR5 (256bit) (1632/8108) (DVI, HDMI, 3 x DisplayPort) (GTX 1070 GAMING Z 8G)
MSI PCI-Ex GeForce GTX 1060 Gaming VR X 6GB GDDR5 (192bit) (1569/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX 1060 GAMING VR X 6G)
Dell PCI-Ex NVIDIA Quadro K1200 4GB GDDR5 (128bit) (1058/5000) (4 x Mini-DisplayPort) (490-BCZW)
Zotac PCI-Ex GeForce GTX 1070 AMP Edition 8GB GDDR5 (256bit) (1607/8000) (DVI, HDMI, 3 x DisplayPort) (ZT-P10700C-10P)
Asus PCI-Ex GeForce GTX 1080 Ti ROG Strix 11GB GDDR5X (352bit) (1480/11010) (DVI, 2 x HDMI, 2 x DisplayPort) (ROG-STRIX-GTX1080TI-11G-GAMING)
Zotac PCI-Ex GeForce GTX 1050 Ti OC Edition 4GB GDDR5 (128bit) (1392/7000) (DVI, HDMI, DisplayPort) (ZT-P10510B-10L)
Asus PCI-Ex GeForce GTX 1060 Turbo 6GB GDDR5 (192bit) (1506/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (TURBO-GTX1060-6G)
Sapphire PCI-Ex Radeon RX 560 Pulse OC 4GB GDDR5 (128bit) (1024/7000) (DVI, HDMI, DisplayPort) (11267-00-20G)
PNY PCI-Ex NVIDIA Quadro K2200 4096MB GDDR5 (128bit) (1000/1250) (2 x DisplayPort, 1 x DVI-I) (VCQK2200-PB)
MSI PCI-Ex GeForce GTX 1050 Aero ITX OC 2GB GDDR5 (128bit) (1404/7008) (DVI, HDMI, DisplayPort) (GTX 1050 AERO ITX 2G OC)
MSI PCI-Ex GeForce GTX 950 Gaming 2G 2048MB GDDR5 (128bit) (1127/6650) (DVI, HDMI, 3 x DisplayPort) (GTX 950 GAMING 2G)
Palit PCI-Ex GeForce GTX 1080 Super JetStream 8GB GDDR5X (256bit) (1708/10000) (DVI, HDMI, 3 x DisplayPort) (NEB1080S15P2-1040J)
Sapphire PCI-Ex Radeon RX 550 Pulse 2GB GDDR5 (128bit) (1206/7000) (DVI, HDMI, DisplayPort) (11268-03-20G)
Gigabyte PCI-Ex GeForce 210 1024MB GDDR3 (64bit) (590/1200) (DVI, VGA, HDMI) (GV-N210D3-1GI)
MSI PCI-Ex GeForce GTX 1070 SEA HAWK EK X 8GB GDDR5 (256bit) (1607/8108) (DVI, HDMI, 3 x DisplayPort) (GTX 1070 SEA HAWK EK X)
Gigabyte PCI-Ex GeForce GTX 1080 Windforce OC 8GB GDDR5X (256bit) (1632/10010) (DVI, HDMI, 3 x DisplayPort) (GV-N1080WF3OC-8GD)
Palit PCI-Ex GeForce GTX 1070 GameRock + G-Panel 8GB GDDR5 (256bit) (1556/8000) (DVI, HDMI, 3 x DisplayPort) (NE51070T15P2-1041G-P)
Asus PCI-Ex Radeon RX560 ROG Strix 4GB GDDR5 (128bit) (1275/7000) (DVI, HDMI, DisplayPort) (ROG-STRIX-RX560-4G-GAMING)
Palit PCI-Ex GeForce GTX 1060 Dual 6GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (NE51060015J9-1060D)
Sapphire PCI-Ex Radeon RX 460 Nitro 2GB GDDR5 (128bit) (1090/7000) (DVI, HDMI, DisplayPort) (11257-10-20G)
Zotac PCI-Ex GeForce GTX 1050 Mini 2GB GDDR5 (128bit) (1354/7000) (DVI, HDMI, DisplayPort) (ZT-P10500A-10L)
Gigabyte PCI-Ex Radeon RX 580 Gaming 8GB GDDR5 (256bit) (1340/8000) (DVI, HDMI, 3 x Display Port) (GV-RX580GAMING-8GD)
Asus PCI-Ex Radeon RX 560 4GB GDDR5 (128bit) (1176/7000) (DVI-D, HDMI, DisplayPort) (RX560-4G)
MSI PCI-Ex GeForce GTX 750 Ti 2048MB DDR5 (128bit) (1059/5400) (D-Sub, DVI, HDMI) (N750Ti-2GD5/OCV1)
Palit PCI-Ex GeForce GTX 1050 Ti KalmX 4GB GDDR5 (128bit) (1290/7000) (DVI, HDMI, DisplayPort) (NE5105T018G1-1070H)
Sapphire PCI-Ex Radeon RX 560 Pulse 2GB GDDR5 (128bit) (1024/7000) (DVI, HDMI, DisplayPort) (11267-13-20G)
Asus PCI-Ex GeForce GTX 1080 Founders Edition 8GB GDDR5X (256bit) (1607/10000) (DVI, HDMI, 3 x DisplayPort) + Водоблок EKWB EK-FC1080 GTX (GTX1080-8G+WB)
Gigabyte PCI-Ex GeForce GTX 1080 Xtreme Gaming Premium Pack 8GB GDDR5X (256bit) (1759/10206) (DVI, 3 x HDMI, 3 x Display Port) (GV-N1080XTREME-8GD-PP)
INNO3D PCI-Ex GeForce GTX1060 Compact 6GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (N1060-2DDN-N5GN)
Asus PCI-Ex GeForce GTX 1060 Dual 3GB GDDR5 (192bit) (1569/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (DUAL-GTX1060-O3G)
Gigabyte PCI-Ex GeForce GTX 1060 Xtreme Gaming 6GB GDDR5 (192bit) (1620/8164) (DVI, 3 x HDMI, 3 x Display Port) (GV-N1060XTREME-6GD)
Asus PCI-Ex GeForce GTX 1050 Expedition 2GB GDDR5 (128bit) (1354/7008) (DVI, HDMI, DisplayPort) (EX-GTX1050-2G)
MSI PCI-Ex GeForce GTX 1060 Aero ITX OC 6GB GDDR5 (192bit) (1544/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX 1060 AERO ITX 6G OC)
Asus PCI-Ex GeForce GTX 950 Strix 2048MB GDDR5 (128bit) (1140/6610) (2 x DVI, HDMI, DisplayPort) (STRIX-GTX950-DC2OC-2GD5-GAMING)
Gigabyte PCI-Ex GeForce GTX 1060 Windforce 3GB GDDR5 (192bit) (1506/8008) (DVI, HDMI, 3 x DisplayPort) (GV-N1060D5-3GD)
Gigabyte PCI-Ex GeForce GTX 950 2048MB GDDR5 (128bit) (1203/7000) (DVI, HDMI, 3 x Display Port) (GV-N950XTREME-2GD)
Asus PCI-Ex GeForce GTX 950 2048MB GDDR5 (128bit) (1026/6610) (DVI, HDMI, DisplayPort) (GTX950-2G)
Gigabyte PCI-Ex GeForce GTX 1070 G1 Gaming 8192MB GDDR5 (256bit) (1594/8008) (DVI, HDMI, 3 x Display Port) (GV-N1070G1 GAMING-8GD)
Palit PCI-Ex GeForce GTX 1080 GameRock Premium Edition 8GB GDDR5X (256bit) (1746/10500) (DVI, HDMI, 3 x DisplayPort) (NEB1080H15P2-1040G)
Zotac PCI-Ex GeForce GTX 1070 AMP Extreme 8GB GDDR5 (256bit) (1632/8208) (DVI, HDMI, 3 x DisplayPort) (ZT-P10700B-10P)
Gigabyte PCI-Ex GeForce GTX 1060 G1 Gaming 3072MB GDDR5 (192bit) (1594/8008) (DVI, HDMI, 3 x DisplayPort) (GV-N1060G1 GAMING-3GD)
MSI PCI-Ex GeForce GTX 1060 Gaming 6GB GDDR5 (192bit) (1518/8008) (DVI, HDMI, 3 x DisplayPort) (GTX 1060 GAMING 6G)
Asus PCI-Ex GeForce GTX 1050 ROG Strix 2GB GDDR5 (128bit) (1354/7008) (2 x DVI, HDMI, DisplayPort) (STRIX-GTX1050-2G-GAMING)
INNO3D PCI-Ex GeForce GTX1060 Compact 6GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, DisplayPort) (N1060-4DDN-N5GM)
MSI PCI-Ex GeForce GTX 1060 Armor V1 6GB GDDR5 (192bit) (1506/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (GTX 1060 ARMOR 6G V1)
Gigabyte PCI-Ex GeForce GTX 1080 Aorus Gaming Box 8GB GDDR5X (256bit) (1607/10010) (DVI, HDMI, 3 x Display Port) (GV-N1080IXEB-8GD)
Gigabyte PCI-Ex GeForce GTX 750 Ti 2048MB DDR5 (128bit) (1111/5400) (2 x DVI, 2 x HDMI) (GV-N75TOC-2GI)
Asus PCI-Ex GeForce GTX 750 Ti 2048MB GDDR5 (128bit) (1020/5400) (VGA, 2 x DVI, HDMI) (GTX750TI-PH-2GD5)
Asus PCI-Ex GeForce GTX 750 Ti Strix 2048MB GDDR5 (128bit) (1020/5400) (DVI, HDMI, DisplayPort) (STRIX-GTX750TI-2GD5)
MSI PCI-Ex GeForce GTX 750 Ti 2048 MB GDDR5 (128bit) (1020/5400) (VGA, DVI, HDMI) (N750Ti-2GD5TLP)
Sapphire PCI-Ex Radeon R7 250 2048MB GDDR5 (128bit) (925/4500) (DVI, HDMI, VGA) (11215-20-20G)
Gigabyte PCI-Ex GeForce GT 710 2048MB DDR3 (64bit) (954/1800) (HDMI, DVI, VGA) (GV-N710D3-2GL)
PNY PCI-Ex NVIDIA Quadro K1200 4GB GDDR5 (128bit) (4 x Mini-DisplayPort) (VCQK1200DP-PB)
Asus PCI-Ex GeForce GTX 1070 ROG Strix 8GB GDDR5 (256bit) (1632/8000) (DVI, 2 x HDMI, 2 x DisplayPort) (STRIX-GTX1070-O8G-GAMING)
Asus PCI-Ex Radeon R7 250 2GB GDDR5 (128bit) (725/4500) (DVI, HDMI, DisplayPort) (R7250-2GD5)
Palit PCI-Ex GeForce GTX 1060 Jetstream 6GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (NE51060015J9-1060J)
Gigabyte PCI-Ex Radeon RX 460 Windforce OC 4096MB GDDR5 (128bit) (1212/7000) (DVI, HDMI, Display Port) (GV-RX460WF2OC-4GD)
MSI PCI-Ex GeForce GTX 1050 Ti GAMING X 4GB GDDR5 (128bit) (1354/7008) (DVI, HDMI, DisplayPort) (GTX 1050 TI GAMING X 4G)
INNO3D PCI-Ex GeForce GTX1060 Compact 3GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (N1060-2DDN-L5GN)
Asus PCI-Ex Radeon R7 250 2GB GDDR5 (128bit) (725/4500) (DVI, HDMI, DisplayPort) (R7250-2GD5)
Palit PCI-Ex GeForce GTX 1060 Jetstream 6GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (NE51060015J9-1060J)
Gigabyte PCI-Ex Radeon RX 460 Windforce OC 4096MB GDDR5 (128bit) (1212/7000) (DVI, HDMI, Display Port) (GV-RX460WF2OC-4GD)
MSI PCI-Ex GeForce GTX 1050 Ti GAMING X 4GB GDDR5 (128bit) (1354/7008) (DVI, HDMI, DisplayPort) (GTX 1050 TI GAMING X 4G)
INNO3D PCI-Ex GeForce GTX1060 Compact 3GB GDDR5 (192bit) (1506/8000) (DVI, HDMI, 3 x DisplayPort) (N1060-2DDN-L5GN)
PNY PCI-Ex NVIDIA Quadro P4000 8GB GDDR5 (256bit) (4 x DisplayPort) (VCQP4000-PB)
Gigabyte PCI-Ex Radeon RX 580 Aorus 8GB GDDR5 (256bit) (1365/8000) (DVI, HDMI, 3 x Display Port) (GV-RX580AORUS-8GD)
Asus PCI-Ex GeForce GT 730 2048MB DDR3 (128bit) (700/800) (VGA, DVI, HDMI) (GT730-2GD3-V2)
MSI PCI-Ex Radeon RX Vega 56 8192MB HBM2 (2048-bit) (1156/800) (3 x DisplayPort, HDMI) (Radeon RX Vega 56 8G)
Видеокарта HIS RX 560 GREEN iCooler OC 2GB (HS-560J2SCNR)
Gigabyte PCI-Ex Radeon RX Vega 56 8192MB HBM2 (2048-bit) (1156/1600) (3 x DisplayPort, HDMI) (GV-RXVEGA56-8GD-B)
INNO3D PCI-Ex GeForce GTX 1060 iChill X3 6GB GDDR5 (192bit) (1556/8000) (2 x DVI, HDMI, DisplayPort) (C106F2-3SDN-N5GSX)
HP PCI-Ex NVIDIA Quadro P400 2GB GDDR5 (64bit) (3 x miniDisplayPort) (1ME43AA)
Gigabyte PCI-Ex GeForce GT 740 OC 2048MB GDDR5 (128bit) (1072/5000) (VGA, 2 x DVI, HDMI) (GV-N740D5OC-2GI)
Palit PCI-Ex GeForce GTX 750 Ti KalmX 2048MB DDR5 (128bit) (1020/5400) (2 x DVI, miniHDMI) (NE5X75T00941-1073H)
Asus PCI-Ex GeForce GT 730 2048MB GDDR3 (64bit) (902/1800) (VGA, DVI, HDMI) (GT730-SL-2GD3-BRK)
Gigabyte PCI-Ex GeForce GT 730 2048MB DDR3 (64bit) (902/1800) (VGA, DVI, HDMI) (GV-N730SL-2GL)
Sapphire PCI-Ex Radeon Nitro R7 360 2048MB GDDR5 (128bit) (1060/6000) (DVI, HDMI, DisplayPort) (11243-05-20G)
Sapphire PCI-Ex Radeon R7 250 2048MB GDDR3 (128bit) (925/1600) (DVI, HDMI, VGA) (11215-21-20G)
MSI PCI-Ex GeForce GTX 1070 Gaming X 8GB GDDR5 (256bit) (1582/8108) (DVI, HDMI, 3 x Display Port) (GTX 1070 GAMING X 8G)
Asus PCI-Ex GeForce GTX 1070 Dual 8GB GDDR5 (256bit) (1582/8008) (DVI, 2 x HDMI, 2 x DisplayPort) (DUAL-GTX1070-O8G)
MSI PCI-Ex Radeon R7 240 LPV2 2048MB DDR3 (128bit) (800/1600) (DVI, VGA, HDMI) (R7 240 2GD3 LPV2)
Asus PCI-Ex Radeon R7 250 1GB GDDR5 (128bit) (725/4500) (DVI, HDMI, DisplayPort) (R7250-1GD5-V2)
Zotac PCI-Ex GeForce GTX 1060 AMP Edition 6GB GDDR5 (192bit) (1556/8000) (DVI, HDMI, 3 x DisplayPort) (ZT-P10600B-10M)
Sapphire PCI-Ex Radeon R7 250 4096MB 512SP Edition GDDR3 (128bit) (925/1600) (DVI, HDMI, VGA) (11215-23-20G)
Gigabyte PCI-Ex Radeon R7 350 2048MB DDR3 (128bit) (925/1600) (VGA, DVI, HDMI) (GV-R735OC-2GI)
